FIPS_state,FIPS_county,year,incidentType,declarationTitle,state
29,099,2017,Flood,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND FLOODING",MO
05,089,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",AR
05,097,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",AR
05,105,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",AR
05,119,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",AR
05,145,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",AR
05,031,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",AR
05,147,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",AR
05,121,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",AR
05,037,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",AR
05,129,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",AR
05,015,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",AR
05,049,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",AR
20,065,2017,Snow,"SEVERE WINTER STORM, SNOWSTORM, STRAIGHT-LINE WINDS, AND FLOODING",KS
20,071,2017,Snow,"SEVERE WINTER STORM, SNOWSTORM, STRAIGHT-LINE WINDS, AND FLOODING",KS
05,065,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",AR
20,055,2017,Snow,"SEVERE WINTER STORM, SNOWSTORM, STRAIGHT-LINE WINDS, AND FLOODING",KS
05,029,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",AR
05,063,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",AR
05,125,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",AR
05,093,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",AR
05,009,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",AR
05,007,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",AR
05,149,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",AR
05,101,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",AR
05,117,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",AR
05,075,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",AR
05,087,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",AR
29,229,2017,Flood,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND FLOODING",MO
05,103,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",AR
20,023,2017,Snow,"SEVERE WINTER STORM, SNOWSTORM, STRAIGHT-LINE WINDS, AND FLOODING",KS
05,067,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",AR
05,021,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",AR
20,067,2017,Snow,"SEVERE WINTER STORM, SNOWSTORM, STRAIGHT-LINE WINDS, AND FLOODING",KS
05,023,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",AR
05,005,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",AR
05,111,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",AR
20,063,2017,Snow,"SEVERE WINTER STORM, SNOWSTORM, STRAIGHT-LINE WINDS, AND FLOODING",KS
05,045,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",AR
05,143,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",AR
20,021,2017,Snow,"SEVERE WINTER STORM, SNOWSTORM, STRAIGHT-LINE WINDS, AND FLOODING",KS
20,037,2017,Snow,"SEVERE WINTER STORM, SNOWSTORM, STRAIGHT-LINE WINDS, AND FLOODING",KS
20,171,2017,Snow,"SEVERE WINTER STORM, SNOWSTORM, STRAIGHT-LINE WINDS, AND FLOODING",KS
20,175,2017,Snow,"SEVERE WINTER STORM, SNOWSTORM, STRAIGHT-LINE WINDS, AND FLOODING",KS
20,101,2017,Snow,"SEVERE WINTER STORM, SNOWSTORM, STRAIGHT-LINE WINDS, AND FLOODING",KS
20,181,2017,Snow,"SEVERE WINTER STORM, SNOWSTORM, STRAIGHT-LINE WINDS, AND FLOODING",KS
20,129,2017,Snow,"SEVERE WINTER STORM, SNOWSTORM, STRAIGHT-LINE WINDS, AND FLOODING",KS
20,093,2017,Snow,"SEVERE WINTER STORM, SNOWSTORM, STRAIGHT-LINE WINDS, AND FLOODING",KS
20,109,2017,Snow,"SEVERE WINTER STORM, SNOWSTORM, STRAIGHT-LINE WINDS, AND FLOODING",KS
20,137,2017,Snow,"SEVERE WINTER STORM, SNOWSTORM, STRAIGHT-LINE WINDS, AND FLOODING",KS
20,081,2017,Snow,"SEVERE WINTER STORM, SNOWSTORM, STRAIGHT-LINE WINDS, AND FLOODING",KS
20,075,2017,Snow,"SEVERE WINTER STORM, SNOWSTORM, STRAIGHT-LINE WINDS, AND FLOODING",KS
20,039,2017,Snow,"SEVERE WINTER STORM, SNOWSTORM, STRAIGHT-LINE WINDS, AND FLOODING",KS
20,153,2017,Snow,"SEVERE WINTER STORM, SNOWSTORM, STRAIGHT-LINE WINDS, AND FLOODING",KS
20,179,2017,Snow,"SEVERE WINTER STORM, SNOWSTORM, STRAIGHT-LINE WINDS, AND FLOODING",KS
20,189,2017,Snow,"SEVERE WINTER STORM, SNOWSTORM, STRAIGHT-LINE WINDS, AND FLOODING",KS
47,047,2017,Severe Storm(s),"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",TN
20,133,2017,Snow,"SEVERE WINTER STORM, SNOWSTORM, STRAIGHT-LINE WINDS, AND FLOODING",KS
20,203,2017,Snow,"SEVERE WINTER STORM, SNOWSTORM, STRAIGHT-LINE WINDS, AND FLOODING",KS
47,129,2017,Severe Storm(s),"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",TN
47,159,2017,Severe Storm(s),"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",TN
47,093,2017,Severe Storm(s),"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",TN
47,087,2017,Severe Storm(s),"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",TN
20,193,2017,Snow,"SEVERE WINTER STORM, SNOWSTORM, STRAIGHT-LINE WINDS, AND FLOODING",KS
31,065,2017,Severe Storm(s),SEVERE WINTER STORM AND STRAIGHT-LINE WINDS,NE
47,105,2017,Severe Storm(s),"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",TN
31,073,2017,Severe Storm(s),SEVERE WINTER STORM AND STRAIGHT-LINE WINDS,NE
20,187,2017,Snow,"SEVERE WINTER STORM, SNOWSTORM, STRAIGHT-LINE WINDS, AND FLOODING",KS
47,009,2017,Severe Storm(s),"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",TN
47,035,2017,Severe Storm(s),"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",TN
31,071,2017,Severe Storm(s),SEVERE WINTER STORM AND STRAIGHT-LINE WINDS,NE
20,199,2017,Snow,"SEVERE WINTER STORM, SNOWSTORM, STRAIGHT-LINE WINDS, AND FLOODING",KS
47,089,2017,Severe Storm(s),"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",TN
31,009,2017,Severe Storm(s),SEVERE WINTER STORM AND STRAIGHT-LINE WINDS,NE
47,157,2017,Severe Storm(s),"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",TN
47,143,2017,Severe Storm(s),"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",TN
47,145,2017,Severe Storm(s),"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",TN
47,155,2017,Severe Storm(s),"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",TN
47,141,2017,Severe Storm(s),"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",TN
31,041,2017,Severe Storm(s),SEVERE WINTER STORM AND STRAIGHT-LINE WINDS,NE
36,025,2017,Snow,SEVERE WINTER STORM AND SNOWSTORM,NY
36,053,2017,Snow,SEVERE WINTER STORM AND SNOWSTORM,NY
31,089,2017,Severe Storm(s),SEVERE WINTER STORM AND STRAIGHT-LINE WINDS,NE
36,019,2017,Snow,SEVERE WINTER STORM AND SNOWSTORM,NY
36,021,2017,Snow,SEVERE WINTER STORM AND SNOWSTORM,NY
36,023,2017,Snow,SEVERE WINTER STORM AND SNOWSTORM,NY
36,031,2017,Snow,SEVERE WINTER STORM AND SNOWSTORM,NY
36,083,2017,Snow,SEVERE WINTER STORM AND SNOWSTORM,NY
36,057,2017,Snow,SEVERE WINTER STORM AND SNOWSTORM,NY
31,145,2017,Severe Storm(s),SEVERE WINTER STORM AND STRAIGHT-LINE WINDS,NE
36,039,2017,Snow,SEVERE WINTER STORM AND SNOWSTORM,NY
36,033,2017,Snow,SEVERE WINTER STORM AND SNOWSTORM,NY
36,043,2017,Snow,SEVERE WINTER STORM AND SNOWSTORM,NY
36,017,2017,Snow,SEVERE WINTER STORM AND SNOWSTORM,NY
36,065,2017,Snow,SEVERE WINTER STORM AND SNOWSTORM,NY
36,007,2017,Snow,SEVERE WINTER STORM AND SNOWSTORM,NY
31,149,2017,Severe Storm(s),SEVERE WINTER STORM AND STRAIGHT-LINE WINDS,NE
36,077,2017,Snow,SEVERE WINTER STORM AND SNOWSTORM,NY
36,091,2017,Snow,SEVERE WINTER STORM AND SNOWSTORM,NY
36,001,2017,Snow,SEVERE WINTER STORM AND SNOWSTORM,NY
31,115,2017,Severe Storm(s),SEVERE WINTER STORM AND STRAIGHT-LINE WINDS,NE
36,027,2017,Snow,SEVERE WINTER STORM AND SNOWSTORM,NY
36,035,2017,Snow,SEVERE WINTER STORM AND SNOWSTORM,NY
31,175,2017,Severe Storm(s),SEVERE WINTER STORM AND STRAIGHT-LINE WINDS,NE
36,073,2017,Snow,SEVERE WINTER STORM AND SNOWSTORM,NY
36,041,2017,Snow,SEVERE WINTER STORM AND SNOWSTORM,NY
36,095,2017,Snow,SEVERE WINTER STORM AND SNOWSTORM,NY
36,093,2017,Snow,SEVERE WINTER STORM AND SNOWSTORM,NY
36,111,2017,Snow,SEVERE WINTER STORM AND SNOWSTORM,NY
40,029,2017,Tornado,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",OK
40,123,2017,Tornado,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",OK
36,107,2017,Snow,SEVERE WINTER STORM AND SNOWSTORM,NY
36,109,2017,Snow,SEVERE WINTER STORM AND SNOWSTORM,NY
38,049,2017,Flood,FLOODING,ND
40,069,2017,Tornado,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",OK
36,105,2017,Snow,SEVERE WINTER STORM AND SNOWSTORM,NY
38,009,2017,Flood,FLOODING,ND
31,055,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",NE
31,053,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",NE
31,141,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",NE
31,161,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",NE
38,019,2017,Flood,FLOODING,ND
40,079,2017,Tornado,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",OK
40,129,2017,Tornado,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",OK
38,099,2017,Flood,FLOODING,ND
38,079,2017,Flood,FLOODING,ND
40,101,2017,Tornado,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",OK
40,033,2017,Tornado,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",OK
31,059,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",NE
31,165,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",NE
40,111,2017,Tornado,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",OK
40,121,2017,Tornado,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",OK
40,149,2017,Tornado,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",OK
31,039,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",NE
31,153,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",NE
31,025,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",NE
36,103,2017,Snow,SEVERE WINTER STORM AND SNOWSTORM,NY
38,075,2017,Flood,FLOODING,ND
40,107,2017,Tornado,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",OK
31,007,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",NE
31,173,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",NE
38,069,2017,Flood,FLOODING,ND
38,005,2017,Flood,FLOODING,ND
31,067,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",NE
31,143,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",NE
40,009,2017,Tornado,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",OK
40,021,2017,Tornado,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",OK
40,003,2017,Tornado,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",OK
40,041,2017,Tornado,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",OK
31,123,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",NE
31,155,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",NE
38,067,2017,Flood,FLOODING,ND
26,017,2017,Severe Storm(s),SEVERE STORMS AND FLOODING,MI
38,000,2017,Flood,FLOODING,ND
40,099,2017,Tornado,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",OK
31,095,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",NE
31,013,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",NE
31,023,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",NE
38,095,2017,Flood,FLOODING,ND
31,179,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",NE
33,009,2017,Severe Storm(s),SEVERE STORMS AND FLOODING,NH
50,005,2017,Severe Storm(s),SEVERE STORMS AND FLOODING,VT
26,111,2017,Severe Storm(s),SEVERE STORMS AND FLOODING,MI
56,029,2017,Flood,FLOODING,WY
50,023,2017,Severe Storm(s),SEVERE STORMS AND FLOODING,VT
48,089,2017,Hurricane,HURRICANE HARVEY,TX
54,077,2017,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",WV
48,313,2017,Hurricane,HURRICANE HARVEY,TX
48,007,2017,Hurricane,HURRICANE HARVEY,TX
48,175,2017,Hurricane,HURRICANE HARVEY,TX
41,027,2017,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",OR
50,003,2017,Severe Storm(s),SEVERE STORMS AND FLOODING,VT
54,049,2017,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",WV
48,091,2017,Hurricane,HURRICANE HARVEY,TX
48,439,2017,Hurricane,HURRICANE HARVEY,TX
48,113,2017,Hurricane,HURRICANE HARVEY,TX
48,185,2017,Hurricane,HURRICANE HARVEY,TX
48,029,2017,Hurricane,HURRICANE HARVEY,TX
48,051,2017,Hurricane,HURRICANE HARVEY,TX
48,025,2017,Hurricane,HURRICANE HARVEY,TX
48,021,2017,Hurricane,HURRICANE HARVEY,TX
48,123,2017,Hurricane,HURRICANE HARVEY,TX
48,157,2017,Hurricane,HURRICANE HARVEY,TX
33,007,2017,Severe Storm(s),SEVERE STORMS AND FLOODING,NH
54,061,2017,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",WV
48,453,2017,Hurricane,HURRICANE HARVEY,TX
48,057,2017,Hurricane,HURRICANE HARVEY,TX
54,033,2017,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",WV
48,405,2017,Hurricane,HURRICANE HARVEY,TX
48,167,2017,Hurricane,HURRICANE HARVEY,TX
50,021,2017,Severe Storm(s),SEVERE STORMS AND FLOODING,VT
50,027,2017,Severe Storm(s),SEVERE STORMS AND FLOODING,VT
54,091,2017,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",WV
54,093,2017,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",WV
48,187,2017,Hurricane,HURRICANE HARVEY,TX
48,477,2017,Hurricane,HURRICANE HARVEY,TX
26,073,2017,Severe Storm(s),SEVERE STORMS AND FLOODING,MI
50,017,2017,Severe Storm(s),SEVERE STORMS AND FLOODING,VT
54,017,2017,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",WV
48,249,2017,Hurricane,HURRICANE HARVEY,TX
41,009,2017,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",OR
50,001,2017,Severe Storm(s),SEVERE STORMS AND FLOODING,VT
54,069,2017,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",WV
48,015,2017,Hurricane,HURRICANE HARVEY,TX
48,149,2017,Hurricane,HURRICANE HARVEY,TX
48,177,2017,Hurricane,HURRICANE HARVEY,TX
54,051,2017,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",WV
54,095,2017,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",WV
48,331,2017,Hurricane,HURRICANE HARVEY,TX
48,039,2017,Hurricane,HURRICANE HARVEY,TX
56,013,2017,Flood,FLOODING,WY
54,083,2017,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",WV
26,051,2017,Severe Storm(s),SEVERE STORMS AND FLOODING,MI
56,043,2017,Flood,FLOODING,WY
41,033,2017,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",OR
54,103,2017,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",WV
48,071,2017,Hurricane,HURRICANE HARVEY,TX
41,017,2017,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",OR
48,055,2017,Hurricane,HURRICANE HARVEY,TX
48,199,2017,Hurricane,HURRICANE HARVEY,TX
48,285,2017,Hurricane,HURRICANE HARVEY,TX
48,287,2017,Hurricane,HURRICANE HARVEY,TX
48,241,2017,Hurricane,HURRICANE HARVEY,TX
48,403,2017,Hurricane,HURRICANE HARVEY,TX
48,469,2017,Hurricane,HURRICANE HARVEY,TX
19,005,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",IA
19,037,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",IA
48,355,2017,Hurricane,HURRICANE HARVEY,TX
16,025,2017,Flood,"FLOODING, LANDSLIDES, AND MUDSLIDES",ID
48,321,2017,Hurricane,HURRICANE HARVEY,TX
48,291,2017,Hurricane,HURRICANE HARVEY,TX
48,239,2017,Hurricane,HURRICANE HARVEY,TX
48,245,2017,Hurricane,HURRICANE HARVEY,TX
48,373,2017,Hurricane,HURRICANE HARVEY,TX
48,457,2017,Hurricane,HURRICANE HARVEY,TX
19,019,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",IA
48,273,2017,Hurricane,HURRICANE HARVEY,TX
16,013,2017,Flood,"FLOODING, LANDSLIDES, AND MUDSLIDES",ID
48,409,2017,Hurricane,HURRICANE HARVEY,TX
19,017,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",IA
48,255,2017,Hurricane,HURRICANE HARVEY,TX
48,361,2017,Hurricane,HURRICANE HARVEY,TX
48,391,2017,Hurricane,HURRICANE HARVEY,TX
48,471,2017,Hurricane,HURRICANE HARVEY,TX
48,407,2017,Hurricane,HURRICANE HARVEY,TX
48,201,2017,Hurricane,HURRICANE HARVEY,TX
48,351,2017,Hurricane,HURRICANE HARVEY,TX
16,037,2017,Flood,"FLOODING, LANDSLIDES, AND MUDSLIDES",ID
48,339,2017,Hurricane,HURRICANE HARVEY,TX
48,473,2017,Hurricane,HURRICANE HARVEY,TX
19,065,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",IA
72,021,2017,Hurricane,HURRICANE IRMA,PR
72,063,2017,Hurricane,HURRICANE IRMA,PR
72,127,2017,Hurricane,HURRICANE IRMA,PR
72,123,2017,Hurricane,HURRICANE IRMA,PR
12,059,2017,Hurricane,HURRICANE IRMA,FL
12,045,2017,Hurricane,HURRICANE IRMA,FL
12,131,2017,Hurricane,HURRICANE IRMA,FL
12,055,2017,Hurricane,HURRICANE IRMA,FL
72,073,2017,Hurricane,HURRICANE IRMA,PR
72,049,2017,Hurricane,HURRICANE IRMA,PR
12,001,2017,Hurricane,HURRICANE IRMA,FL
12,043,2017,Hurricane,HURRICANE IRMA,FL
19,191,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",IA
72,085,2017,Hurricane,HURRICANE IRMA,PR
16,047,2017,Flood,"FLOODING, LANDSLIDES, AND MUDSLIDES",ID
72,107,2017,Hurricane,HURRICANE IRMA,PR
72,029,2017,Hurricane,HURRICANE IRMA,PR
12,019,2017,Hurricane,HURRICANE IRMA,FL
12,065,2017,Hurricane,HURRICANE IRMA,FL
12,091,2017,Hurricane,HURRICANE IRMA,FL
12,011,2017,Hurricane,HURRICANE IRMA,FL
12,023,2017,Hurricane,HURRICANE IRMA,FL
72,147,2017,Hurricane,HURRICANE IRMA,PR
12,079,2017,Hurricane,HURRICANE IRMA,FL
12,123,2017,Hurricane,HURRICANE IRMA,FL
12,047,2017,Hurricane,HURRICANE IRMA,FL
12,053,2017,Hurricane,HURRICANE IRMA,FL
72,053,2017,Hurricane,HURRICANE IRMA,PR
12,005,2017,Hurricane,HURRICANE IRMA,FL
12,051,2017,Hurricane,HURRICANE IRMA,FL
48,481,2017,Hurricane,HURRICANE HARVEY,TX
78,020,2017,Hurricane,HURRICANE IRMA,VI
72,007,2017,Hurricane,HURRICANE IRMA,PR
72,061,2017,Hurricane,HURRICANE IRMA,PR
12,015,2017,Hurricane,HURRICANE IRMA,FL
12,027,2017,Hurricane,HURRICANE IRMA,FL
19,043,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",IA
19,061,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",IA
72,045,2017,Hurricane,HURRICANE IRMA,PR
72,153,2017,Hurricane,HURRICANE IRMA,PR
72,033,2017,Hurricane,HURRICANE IRMA,PR
72,077,2017,Hurricane,HURRICANE IRMA,PR
72,141,2017,Hurricane,HURRICANE IRMA,PR
12,009,2017,Hurricane,HURRICANE IRMA,FL
12,007,2017,Hurricane,HURRICANE IRMA,FL
72,087,2017,Hurricane,HURRICANE IRMA,PR
12,133,2017,Hurricane,HURRICANE IRMA,FL
72,109,2017,Hurricane,HURRICANE IRMA,PR
72,137,2017,Hurricane,HURRICANE IRMA,PR
12,033,2017,Hurricane,HURRICANE IRMA,FL
12,035,2017,Hurricane,HURRICANE IRMA,FL
12,049,2017,Hurricane,HURRICANE IRMA,FL
78,010,2017,Hurricane,HURRICANE IRMA,VI
72,027,2017,Hurricane,HURRICANE IRMA,PR
72,031,2017,Hurricane,HURRICANE IRMA,PR
72,103,2017,Hurricane,HURRICANE IRMA,PR
12,029,2017,Hurricane,HURRICANE IRMA,FL
16,039,2017,Flood,"FLOODING, LANDSLIDES, AND MUDSLIDES",ID
72,039,2017,Hurricane,HURRICANE IRMA,PR
12,013,2017,Hurricane,HURRICANE IRMA,FL
12,073,2017,Hurricane,HURRICANE IRMA,FL
12,129,2017,Hurricane,HURRICANE IRMA,FL
12,017,2017,Hurricane,HURRICANE IRMA,FL
12,021,2017,Hurricane,HURRICANE IRMA,FL
72,001,2017,Hurricane,HURRICANE IRMA,PR
72,115,2017,Hurricane,HURRICANE IRMA,PR
12,077,2017,Hurricane,HURRICANE IRMA,FL
12,113,2017,Hurricane,HURRICANE IRMA,FL
12,003,2017,Hurricane,HURRICANE IRMA,FL
72,019,2017,Hurricane,HURRICANE IRMA,PR
72,145,2017,Hurricane,HURRICANE IRMA,PR
12,039,2017,Hurricane,HURRICANE IRMA,FL
12,031,2017,Hurricane,HURRICANE IRMA,FL
19,131,2017,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",IA
78,030,2017,Hurricane,HURRICANE IRMA,VI
72,089,2017,Hurricane,HURRICANE IRMA,PR
12,063,2017,Hurricane,HURRICANE IRMA,FL
12,041,2017,Hurricane,HURRICANE IRMA,FL
72,065,2017,Hurricane,HURRICANE IRMA,PR
72,051,2017,Hurricane,HURRICANE IRMA,PR
12,037,2017,Hurricane,HURRICANE IRMA,FL
12,057,2017,Hurricane,HURRICANE IRMA,FL
12,097,2017,Hurricane,HURRICANE IRMA,FL
12,115,2017,Hurricane,HURRICANE IRMA,FL
12,127,2017,Hurricane,HURRICANE IRMA,FL
